person,CantidadEventos,CantidadCompras,CantidadLeads,VentasHaceUnMes,LeadsHaceUnMes,VentasHaceDosMeses,LeadsHaceDosMeses,CantidadCheckouts,VentasMes1,VentasMes2,VentasMes3,VentasMes4,PromedioVentasPorMes,DiasDesdeUltimoEvento,DiasDesdePrimerEvento,DiasDesdeUltimaConversion,CantidadSearchEngineHits,EntraronMasDeUnaVez,DiasDesdeUltimoCheckout,EntraronConComputadora,EntraronConSmartphone,EntraronConTablet,CantidadAdHits,DiasDesdeUltimoAdHit,DiasDesdeUltimaBusqueda,CantidadDeColoresVistos,CantidadDiasDiferentesDeVisita,CantidadDeModelosVistos,EsDeBrazil,apple,asus,blackberry,lenovo,lg,motorola,quantum,samsung,sony,bcm,vam,vao,coam,coao,cam,cao,lam,lao,DeSaoPaulo
c92bee7b,208,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,10000.0,2.0,1.0,14.0,1.0,0.0,0.0,6.0,8.0,13.0,16,6,23,1.0,6,0,0,0,2,3,0,6,0,17.0,50.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,True
c92c3328,83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0,10000.0,2.0,1.0,8.0,1.0,0.0,0.0,7.0,8.0,14.0,11,5,14,1.0,0,0,0,0,0,3,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c92fe7b1,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,8.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
c93776b2,52,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,7.0,132.0,14.0,6.0,1.0,14.0,1.0,0.0,0.0,5.0,14.0,1000.0,6,7,12,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c938d04a,85,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,10000.0,0.0,1.0,3.0,0.0,1.0,0.0,4.0,2.0,1000.0,6,2,6,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
c939f77d,289,2.0,0.0,1.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,1.0,0.4,8.0,42.0,22.0,15.0,1.0,14.0,1.0,1.0,0.0,3.0,8.0,8.0,8,20,14,1.0,0,0,0,0,0,42,0,0,0,42.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,True
c93e9334,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,10000.0,4.0,1.0,27.0,1.0,0.0,0.0,1.0,27.0,27.0,3,3,2,1.0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False
c940ebe3,21,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,10000.0,2.0,1.0,15.0,0.0,1.0,0.0,0.0,1000.0,1000.0,3,3,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c9412f57,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,15.0,15.0,15.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,1000.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c942c4fd,331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,101.0,10000.0,0.0,1.0,10000.0,0.0,1.0,0.0,0.0,1000.0,10.0,16,23,33,1.0,0,2,0,0,0,0,0,0,0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,True
c9508c25,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,1000.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c952f8c8,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,3.0,3.0,2,1,2,1.0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c955f175,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c95b069c,236,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,10000.0,19.0,1.0,14.0,0.0,1.0,0.0,24.0,3.0,27.0,13,10,26,1.0,0,0,0,0,5,3,0,8,0,16.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True
c95d1acc,209,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,90.0,10000.0,11.0,1.0,29.0,0.0,1.0,0.0,8.0,72.0,52.0,7,20,15,1.0,16,0,0,0,0,0,0,0,0,16.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,False
c95dcd28,9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10000.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,5.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c961d88e,59,1.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.2,1.0,62.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,11.0,1.0,1000.0,3,4,3,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
c962aeda,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10000.0,1.0,0.0,10.0,0.0,1.0,0.0,1.0,10.0,1000.0,3,1,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c962e51a,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,6.0,1000.0,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c96353d2,16,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,10000.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1000.0,1000.0,2,2,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c96eadfa,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,1000.0,17.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
c96faac8,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,10000.0,1.0,0.0,10000.0,0.0,1.0,0.0,1.0,12.0,1000.0,4,1,3,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c9750ea8,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,2.0,0.0,17.0,0.0,1.0,0.0,0.0,1000.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c97752d1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,10000.0,1.0,1.0,10000.0,0.0,1.0,0.0,1.0,13.0,13.0,3,1,1,1.0,1,0,0,0,0,0,0,0,0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
c977e774,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,52.0,10000.0,1.0,1.0,14.0,1.0,0.0,0.0,2.0,10.0,1000.0,6,3,5,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
c978fb62,200,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,10000.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,18.0,1.0,13,9,16,1.0,37,0,0,0,0,2,0,0,0,39.0,78.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,False
c979725d,106,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,10000.0,1.0,1.0,6.0,0.0,1.0,0.0,1.0,10.0,1000.0,5,2,14,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c97c3294,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10000.0,3.0,1.0,10000.0,0.0,1.0,0.0,3.0,5.0,4.0,4,2,4,1.0,0,0,0,3,0,0,0,0,0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,True
c97e055c,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,10000.0,6.0,1.0,10000.0,1.0,0.0,0.0,9.0,2.0,6.0,9,2,16,1.0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c97e0ecf,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,10000.0,1.0,0.0,21.0,0.0,0.0,0.0,1.0,21.0,1000.0,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c9816be4,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,10000.0,1.0,0.0,13.0,0.0,1.0,0.0,2.0,13.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c98551bc,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,99.0,10000.0,1.0,1.0,16.0,0.0,1.0,0.0,2.0,16.0,16.0,4,3,3,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
c9885c47,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1000.0,3,1,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
c98acfd7,616,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,46.0,10000.0,13.0,1.0,14.0,1.0,0.0,0.0,35.0,12.0,1000.0,26,17,42,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c98bb343,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
c98eb274,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,10000.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,13.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
c98f5cf1,265,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.2,2.0,96.0,14.0,22.0,1.0,14.0,1.0,1.0,0.0,31.0,6.0,14.0,8,19,20,1.0,0,0,0,0,0,0,0,3,0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c993dfde,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,10000.0,0.0,1.0,4.0,0.0,1.0,0.0,2.0,3.0,1000.0,2,2,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c993f6cb,55,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,96.0,10000.0,6.0,1.0,10.0,0.0,1.0,0.0,9.0,11.0,47.0,4,5,4,1.0,5,0,0,0,0,0,0,0,0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c994a4b1,228,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2,7.0,141.0,88.0,10.0,1.0,88.0,1.0,0.0,1.0,21.0,9.0,7.0,11,16,16,1.0,11,0,0,6,0,1,0,4,0,22.0,42.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,False
c9986ec9,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c99d7f7d,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,31.0,10000.0,0.0,1.0,10000.0,0.0,1.0,0.0,2.0,23.0,1000.0,2,4,5,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c99dbbe0,53,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.2,7.0,65.0,65.0,0.0,1.0,65.0,1.0,1.0,0.0,8.0,7.0,1000.0,5,9,11,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c99df796,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,0.0,1.0,3.0,0.0,1.0,0.0,3.0,3.0,1000.0,2,1,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c9a33135,36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,101.0,10000.0,2.0,1.0,6.0,0.0,1.0,0.0,2.0,12.0,6.0,3,5,1,1.0,7,0,0,0,0,0,0,0,0,7.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True
c9a77fda,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,10000.0,12.0,1.0,10000.0,0.0,1.0,0.0,3.0,1.0,1000.0,7,3,6,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c9ad2dda,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,1000.0,7.0,3,1,3,1.0,2,0,0,0,0,0,0,0,0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True
c9aeb358,129,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,68.0,10000.0,14.0,1.0,5.0,1.0,0.0,0.0,27.0,5.0,35.0,10,14,27,1.0,0,0,0,0,0,0,1,0,0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,True
c9b45eca,61,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,10000.0,3.0,1.0,9.0,0.0,1.0,0.0,8.0,9.0,9.0,5,2,11,1.0,0,0,0,0,0,2,0,0,0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c9be4827,17,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,2.0,1.0,15.0,0.0,1.0,0.0,0.0,1000.0,1000.0,2,1,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
c9c57456,34,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,10000.0,5.0,1.0,15.0,0.0,1.0,0.0,9.0,12.0,1000.0,4,2,5,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c9ce087d,14,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,3.0,1.0,17.0,1.0,0.0,0.0,2.0,17.0,1000.0,1,1,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c9d32e72,33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0,10000.0,1.0,1.0,4.0,0.0,1.0,0.0,4.0,4.0,1000.0,4,4,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c9d3bde5,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,10000.0,0.0,1.0,3.0,0.0,1.0,0.0,3.0,3.0,2.0,3,2,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c9d6ace1,33,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,2.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1000.0,1000.0,3,1,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c9da2d3c,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,0.0,1.0,10000.0,1.0,0.0,0.0,3.0,1.0,1000.0,2,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c9db1458,13,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,10000.0,2.0,1.0,14.0,0.0,1.0,0.0,3.0,3.0,1000.0,1,2,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
c9e19bd2,9,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,4.0,4.0,4.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0,4.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c9e3aa17,44,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,16.0,23.0,17.0,4.0,1.0,17.0,1.0,0.0,0.0,13.0,16.0,1000.0,3,4,3,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c9e8193e,239,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,10.0,11.0,11.0,1.0,1.0,11.0,1.0,0.0,0.0,1.0,10.0,1000.0,15,2,40,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
c9ec2e2b,62,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10000.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,1000.0,5,2,16,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c9ef22ad,49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,9.0,0.0,8.0,0.0,1.0,0.0,11.0,8.0,8.0,4,1,4,1.0,0,0,0,0,0,0,0,3,0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False
c9f430c8,41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,2.0,1000.0,13,1,5,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c9f75479,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,1.0,0.0,11.0,1.0,0.0,0.0,2.0,11.0,1000.0,5,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c9fad834,44,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4,1,6,1.0,2,0,0,0,0,0,0,0,0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
c9fddc94,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,10000.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
ca00ec64,53,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,10000.0,4.0,1.0,7.0,0.0,1.0,0.0,8.0,11.0,11.0,4,5,6,1.0,0,0,0,0,0,0,0,2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
ca0164bd,77,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,10000.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,7.0,1000.0,10,2,20,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
ca019d04,17,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,10000.0,1.0,0.0,16.0,1.0,0.0,0.0,1.0,16.0,1000.0,3,1,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
ca0332c4,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1000.0,1000.0,2,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
ca05843d,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1000.0,2,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
ca06ff34,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,10000.0,1.0,0.0,13.0,0.0,1.0,0.0,1.0,13.0,1000.0,3,1,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
ca0c7464,176,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,1.0,4.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,10.0,1.0,2.0,11,4,37,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
ca0d52e6,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,10000.0,0.0,0.0,12.0,0.0,1.0,0.0,1.0,12.0,1000.0,1,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
ca107cb3,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,1000.0,1000.0,2,1,2,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
ca1a4de1,55,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.2,7.0,83.0,83.0,4.0,1.0,7.0,1.0,0.0,0.0,2.0,15.0,7.0,7,5,10,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
ca1bb412,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,0.0,0.0,7.0,0.0,1.0,0.0,2.0,7.0,1000.0,3,1,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
ca1cc29d,133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,30.0,10000.0,1.0,1.0,30.0,1.0,0.0,0.0,1.0,30.0,1000.0,6,4,6,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
