person,CantidadEventos,CantidadCompras,CantidadLeads,VentasHaceUnMes,LeadsHaceUnMes,VentasHaceDosMeses,LeadsHaceDosMeses,CantidadCheckouts,VentasMes1,VentasMes2,VentasMes3,VentasMes4,PromedioVentasPorMes,DiasDesdeUltimoEvento,DiasDesdePrimerEvento,DiasDesdeUltimaConversion,CantidadSearchEngineHits,EntraronMasDeUnaVez,DiasDesdeUltimoCheckout
44fd5bd1,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,63.0,10000.0,4.0,1.0,10000.0
4504bef1,611,3.0,0.0,3.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.6,2.0,106.0,23.0,2.0,1.0,23.0
450e5656,10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,2.0,0.0,6.0
45422088,103,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,10000.0,0.0,0.0,37.0
455e23a9,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,132.0,10000.0,2.0,1.0,10000.0
456ead1b,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,10000.0,10.0,1.0,10000.0
45a1fa0d,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,10000.0,1.0,1.0,10000.0
45a66d74,336,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0,10000.0,53.0,1.0,6.0
45f1e5ba,33,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,10000.0,2.0,1.0,9.0
46052a08,45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10000.0,4.0,0.0,10.0
4636ee0e,6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,4.0,4.0,4.0,1.0,0.0,4.0
4646796c,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,58.0,10000.0,2.0,1.0,10000.0
467dff6b,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,53.0,10000.0,0.0,1.0,10000.0
46af4cd0,153,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2,17.0,40.0,38.0,4.0,1.0,38.0
46c17010,60,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,10000.0,1.0,1.0,7.0
46d4d96c,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,1.0,0.0,10000.0
4746e83a,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,10000.0,0.0,1.0,2.0
4759b4df,43,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,10000.0,4.0,1.0,7.0
47625bd4,29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,10000.0,2.0,1.0,2.0
47af0fc1,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,2.0,0.0,3.0
47bb4642,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10000.0,3.0,1.0,10000.0
47c33c75,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,10000.0,4.0,1.0,10000.0
47dc3ed5,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,10000.0,0.0,1.0,9.0
47e9a32b,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,36.0,10000.0,0.0,1.0,10000.0
47fed056,17,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,10000.0,0.0,1.0,11.0
48071045,384,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,10000.0,1.0,1.0,2.0
48488f7d,136,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,10000.0,3.0,1.0,12.0
48716370,184,11.0,0.0,11.0,0.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,2.2,2.0,16.0,2.0,3.0,1.0,15.0
48971f23,95,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,136.0,10000.0,2.0,1.0,10000.0
48b8d544,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,0.0,0.0,11.0
48c73020,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,10000.0,1.0,0.0,12.0
49179d29,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,0.0,1.0,10000.0
491d70e6,78,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,10000.0,4.0,1.0,3.0
493f068a,408,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,32.0,141.0,10000.0,1.0,1.0,59.0
4969d7bc,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,10000.0,3.0,1.0,5.0
496ce6a8,129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,10000.0,0.0,1.0,16.0
496ef3e5,35,4.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,3.0,0.8,8.0,79.0,57.0,3.0,1.0,57.0
4a033e24,161,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.2,1.0,4.0,4.0,5.0,1.0,3.0
4a16b28f,160,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,10000.0,2.0,1.0,1.0
4a3c083d,102,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,115.0,10000.0,3.0,1.0,5.0
4a473eb7,89,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,66.0,10000.0,3.0,1.0,3.0
4a635360,386,3.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.6,2.0,78.0,2.0,40.0,1.0,2.0
4a78636f,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,73.0,10000.0,1.0,1.0,10000.0
4a915ec2,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,10000.0,6.0,1.0,10000.0
4aeb5dda,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,147.0,10000.0,19.0,1.0,10000.0
4b0d4a9b,133,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,59.0,87.0,10000.0,8.0,1.0,72.0
4b804016,16,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,11.0,11.0,11.0,2.0,1.0,11.0
4b9b4c7b,33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,56.0,10000.0,3.0,1.0,8.0
4ba571a1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,10000.0,0.0,1.0,10000.0
4beeb5ae,128,2.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.4,15.0,18.0,15.0,3.0,1.0,15.0
4bf8e237,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,10000.0,1.0,1.0,10000.0
4c002b61,17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,10000.0,1.0,0.0,10000.0
4c196c48,30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,10000.0,1.0,0.0,38.0
4c483187,39,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,10000.0,1.0,0.0,16.0
4c8e0148,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,10000.0,0.0,0.0,10000.0
4ca92e0d,91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,3.0,81.0,11.0,4.0,1.0,11.0
4cad42fd,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,10000.0,1.0,1.0,10000.0
4cb58d71,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,19.0,10000.0,0.0,1.0,17.0
4cd97ea8,40,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,21.0,10000.0,2.0,1.0,13.0
4cf1622a,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,10000.0,1.0,1.0,10000.0
4cf80018,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,138.0,10000.0,5.0,1.0,10000.0
4d149696,277,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,66.0,10000.0,4.0,1.0,52.0
4d2f1297,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,1.0,1.0,10000.0
4d518e3c,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,1.0,1.0,3.0
4d6695e3,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,120.0,10000.0,3.0,1.0,10000.0
4d66ba19,83,5.0,0.0,5.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,17.0,26.0,17.0,6.0,1.0,17.0
4d6e3262,52,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,10000.0,0.0,1.0,8.0
4d878dbe,20,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.4,8.0,11.0,8.0,0.0,1.0,8.0
4d98d04b,55,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2,2.0,4.0,3.0,0.0,1.0,3.0
4dd513b3,378,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.4,2.0,91.0,85.0,13.0,1.0,86.0
4ddf39f9,99,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,10000.0,5.0,1.0,3.0
4de2479a,122,2.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0,0.4,3.0,92.0,3.0,2.0,1.0,3.0
4e39bfcf,45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,10000.0,5.0,1.0,6.0
4e3f604e,108,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,67.0,10000.0,9.0,1.0,2.0
4e4513a2,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,10000.0,4.0,1.0,10000.0
4e560208,185,8.0,0.0,6.0,0.0,6.0,0.0,14.0,2.0,0.0,0.0,0.0,1.6,2.0,143.0,2.0,5.0,1.0,2.0
4e64394b,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,10000.0,2.0,1.0,10000.0
4e7709a0,116,6.0,0.0,6.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,1.2,1.0,18.0,9.0,9.0,1.0,9.0
4e8103d8,66,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,10000.0,6.0,1.0,14.0
4e949fde,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,35.0,10000.0,2.0,1.0,10000.0
4ead4504,95,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,5.0,0.0,10000.0
4ebb61f8,57,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,56.0,79.0,10000.0,1.0,1.0,79.0
4ebc0045,41,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,10000.0,1.0,1.0,11.0
4ee533ee,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,35.0,10000.0,9.0,1.0,10000.0
4eec4b16,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,10000.0,1.0,1.0,10000.0
4fc5e6fc,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,10000.0,1.0,0.0,10000.0
4fe68a28,25,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,1.0,1.0,6.0,0.0,10000.0
50367875,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,10000.0,1.0,1.0,10000.0
505a0310,28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10000.0,1.0,0.0,6.0
505b39f3,7,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,1.0,1.0,1.0,0.0,1.0,1.0
5083bf56,24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,0.0,0.0,7.0
50adde10,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,44.0,10000.0,2.0,1.0,5.0
50b9e94c,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,0.0,0.0,10000.0
50e1a20d,17,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2,2.0,2.0,2.0,0.0,1.0,2.0
51085938,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,10000.0,1.0,1.0,10000.0
5113eef2,24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,10000.0,1.0,1.0,16.0
5114e630,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,1.0,0.0,4.0
514f293b,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,1.0,0.0,17.0
5150ff8f,103,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,10000.0,18.0,1.0,3.0
5169335d,38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,1.0,0.0,2.0
51697976,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,2.0,0.0,10000.0
519da79d,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,10000.0,1.0,1.0,10000.0
51c519e9,8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,16.0,16.0,16.0,0.0,0.0,16.0
51f81030,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,128.0,10000.0,2.0,1.0,10000.0
51fde0cb,126,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,79.0,10000.0,8.0,1.0,12.0
525df53b,143,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10000.0,0.0,1.0,2.0
525fd206,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,1.0,0.0,10000.0
52ac5248,118,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,104.0,10000.0,11.0,1.0,6.0
52c67e00,253,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.2,2.0,16.0,11.0,4.0,1.0,3.0
52dcc4f7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,10000.0,0.0,0.0,10000.0
530ab705,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,10000.0,1.0,0.0,13.0
536fd101,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,10000.0,1.0,0.0,10000.0
538a8b6d,233,2.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.4,1.0,41.0,31.0,13.0,1.0,1.0
538c3e87,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,65.0,10000.0,2.0,1.0,10000.0
53a409c8,28,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2,53.0,64.0,64.0,5.0,1.0,64.0
53b0d04b,11,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,2.0,0.0,2.0
53b9ea87,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,10000.0,0.0,0.0,17.0
53c85ca4,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,0.0,0.0,7.0
544472be,120,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,10000.0,6.0,1.0,7.0
544aaf42,251,3.0,1.0,3.0,1.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.6,1.0,42.0,2.0,7.0,1.0,2.0
54633dbb,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,1.0,1.0,2.0
546a15f6,57,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,1.0,0.0,8.0
546e29f0,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,59.0,10000.0,5.0,1.0,10000.0
54a2de05,50,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,95.0,139.0,10000.0,2.0,1.0,137.0
54bb2da1,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10000.0,3.0,0.0,5.0
54bb7539,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,10000.0,2.0,1.0,10000.0
54fb59e3,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,10000.0,1.0,1.0,10000.0
55785e4f,37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,10000.0,6.0,1.0,6.0
55827b4b,111,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,104.0,10000.0,5.0,1.0,1.0
55837a45,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,0.0,0.0,3.0
55a7179e,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,10000.0,0.0,0.0,10000.0
56011e68,64,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.2,28.0,77.0,77.0,3.0,1.0,71.0
56286924,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,0.0,0.0,10000.0
562929c8,551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,10000.0,2.0,1.0,10000.0
564c3763,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10000.0,1.0,1.0,10000.0
567c88f5,29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,10000.0,2.0,1.0,16.0
56bc238b,272,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,28.0,10000.0,3.0,1.0,9.0
56dcb0f6,39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,10000.0,0.0,0.0,3.0
56eeab80,556,0.0,4.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,62.0,10000.0,3.0,1.0,10.0
5768416f,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,1.0,0.0,10000.0
578cefef,137,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,10000.0,7.0,1.0,2.0
5792deb4,52,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,1.0,1.0,1.0
57b8587e,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10000.0,0.0,0.0,10000.0
57c1d126,50,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,59.0,10000.0,1.0,1.0,9.0
57c33120,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,0.0,0.0,7.0
57ed2cc9,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,10000.0,30.0,1.0,10000.0
5809bdad,65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,33.0,10000.0,5.0,1.0,12.0
580d91b9,95,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,2.0,1.0,11.0
581518b6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10000.0,1.0,0.0,10000.0
583473ab,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,0.0,1.0,1.0
5847cac8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,75.0,10000.0,1.0,0.0,10000.0
584dcc02,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,10000.0,1.0,0.0,8.0
586b7a1c,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10000.0,1.0,1.0,10.0
587ce7f9,109,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,1.0,4.0,3.0,6.0,1.0,3.0
58e26c5d,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,112.0,10000.0,6.0,1.0,10000.0
58f21eaf,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,4.0,0.0,10000.0
58f31635,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,100.0,10000.0,0.0,1.0,10000.0
59231aa7,38,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,24.0,10000.0,0.0,1.0,14.0
5972fce9,27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,10000.0,4.0,1.0,4.0
5988298f,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,46.0,10000.0,3.0,1.0,10000.0
598f20e4,13,2.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.4,10.0,19.0,17.0,0.0,1.0,17.0
59917045,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10000.0,0.0,0.0,7.0
599e60ec,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10000.0,2.0,0.0,10000.0
59c2bed3,86,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2,1.0,87.0,70.0,6.0,1.0,70.0
59c318bd,279,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10000.0,30.0,1.0,1.0
5a8a4d3e,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,10000.0,5.0,1.0,10000.0
5a945f4b,24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,10000.0,2.0,1.0,6.0
5b0f4b0a,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,50.0,10000.0,2.0,1.0,10000.0
5b1739cc,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,114.0,10000.0,3.0,1.0,10000.0
